Direction,District,Elevator,Floor,Id,Layout,Price,Region,Renovation,Size,Year 
,四河,有,低楼层 (共35层),106101266422,3室2厅,188,西南,其他,99.4㎡,2009年建
,簇桥,有,中楼层 (共13层),106101254866,3室2厅,160,南 北,其他,96.74㎡,2011年建
,蛟龙港,无,高楼层 (共6层),106101256285,4室1厅,280,东,其他,153.46㎡,2010年建
,高新西,有,低楼层 (共33层),106101247832,3室1厅,120,东北,精装,80.85㎡,2012年建
,保利公园,有,低楼层 (共18层),106101246585,3室2厅,148,东北,其他,109.59㎡,2012年建
,东升镇,暂无数据,中楼层 (共6层),106101231591,3室2厅,128,南,其他,137.43㎡,未知年建
,草市街,有,高楼层 (共28层),106101228752,1室1厅,82,北,其他,56.85㎡,2003年建
,营门口,无,中楼层 (共6层),106101215233,3室2厅,150,南,其他,110.25㎡,2003年建
,龙泉驿城区,有,高楼层 (共34层),106101214084,3室2厅,127,东南,其他,88.12㎡,2012年建
,静居寺,有,中楼层 (共34层),106101205848,3室2厅,178,西北,简装,92.78㎡,2009年建
,万年场,有,中楼层 (共28层),106101206233,2室2厅,155,西南,简装,88.39㎡,2010年建
,城南宜家,有,中楼层 (共32层),106100385984,3室2厅,283,南 北,毛坯,124.99㎡,2013年建
,猛追湾,有,高楼层 (共54层),106100604331,3室2厅,450,南 北,其他,163.84㎡,2015年建
,花牌坊,无,中楼层 (共7层),106100591284,5室2厅,200,东南,其他,145.27㎡,2002年建
,盐市口,无,低楼层 (共7层),106100214748,3室1厅,263,西,其他,116.47㎡,1999年建
,万象城,有,低楼层 (共32层),106101419680,3室1厅,230,西南,精装,83.39㎡,2010年建
,大丰,暂无数据,中楼层 (共6层),106101325596,2室2厅,88,南,精装,78.04㎡,未知年建
,东大路,有,高楼层 (共34层),106101093482,2室2厅,370,西南,毛坯,128.19㎡,2015年建
,珠江新城,有,低楼层 (共31层),106101359660,1室2厅,53,西南,精装,54.46㎡,2009年建
,橡树湾,有,低楼层 (共34层),106101218970,2室1厅,118,南,精装,107.66㎡,2013年建
,万年场,有,中楼层 (共11层),106101134790,4室2厅,380,东 西,毛坯,129㎡,2016年建
,天府长城,有,低楼层 (共18层),106101033501,3室2厅,235,北,精装,113㎡,2006年建
,龙潭寺,暂无数据,高楼层 (共25层),106101634279,2室1厅,109,西北,其他,71.8㎡,未知年建
,芙蓉古城,有,中楼层 (共18层),106101632775,3室2厅,116,南,其他,122.64㎡,未知年建
,驷马桥,有,中楼层 (共11层),106101552994,2室1厅,100,南,其他,75.52㎡,2008年建
,光华泡小,有,中楼层 (共33层),106101515515,4室2厅,258,北,其他,90.75㎡,2010年建
,大丰,有,中楼层 (共26层),106101552490,3室2厅,123,东,简装,90.74㎡,2012年建
,中海国际,有,低楼层 (共17层),106101489381,3室2厅,155,东南,简装,89㎡,2007年建
,红光,有,中楼层 (共31层),106101509001,2室1厅,80,西北,其他,72.54㎡,2013年建
,蜀汉路,无,高楼层 (共6层),106101479215,3室1厅,186,东南,精装,113.52㎡,2006年建
,棕北,无,中楼层 (共7层),106101456991,2室1厅,91.5,东南,其他,57.53㎡,未知年建
,南湖,有,高楼层 (共25层),106101449787,3室2厅,220,西北,其他,129.74㎡,2013年建
,东客站,有,高楼层 (共32层),106101443745,2室2厅,128,东,其他,68.79㎡,2011年建
,太升路,有,高楼层 (共29层),106101439850,1室0厅,92,东北,其他,91.97㎡,2009年建
,大丰,有,中楼层 (共26层),106101436736,3室2厅,156,东,其他,122.32㎡,2008年建
,万象城,有,高楼层 (共28层),106101435273,3室2厅,440,南 北,其他,165.22㎡,2016年建
,合江亭,有,高楼层 (共30层),106101426448,2室2厅,198,南,其他,88.81㎡,2009年建
,中和,无,高楼层 (共6层),106101426258,3室2厅,120,东,其他,96.78㎡,未知年建
,大丰,暂无数据,高楼层 (共30层),106101420190,4室2厅,165,南,其他,138.2㎡,未知年建
,八宝街,暂无数据,高楼层 (共5层),106101413639,2室1厅,102,东 西,简装,60.66㎡,未知年建
,郫县城区,有,中楼层 (共26层),106101382802,3室2厅,120,西南,其他,116.9㎡,2012年建
,麓山,有,中楼层 (共18层),106101375728,2室1厅,151,西,其他,89.37㎡,2013年建
,府南新区,无,高楼层 (共7层),106101380932,3室2厅,140,东南,其他,101.65㎡,2002年建
,武侯立交,有,高楼层 (共17层),106101368952,2室2厅,220,东南,其他,91.13㎡,2014年建
,新北,有,高楼层 (共16层),106101363163,2室2厅,140,北,其他,77.46㎡,2011年建
,大面,有,中楼层 (共17层),106101359082,3室2厅,150,南,精装,121㎡,2013年建
,大源,暂无数据,高楼层 (共39层),106101361131,3室1厅,203,南 西,毛坯,97.77㎡,2015年建
,华阳,有,低楼层 (共26层),106101354288,2室2厅,135,北,精装,79.94㎡,2010年建
,盐市口,无,高楼层 (共7层),106101354074,2室1厅,188,南,其他,68.81㎡,1992年建
,华府,有,高楼层 (共32层),106101338724,3室2厅,145,南 北,其他,90.85㎡,2015年建
,大面,有,低楼层 (共31层),106101350361,2室2厅,150,南,其他,84㎡,未知年建
,九里堤,有,高楼层 (共18层),106101332947,2室1厅,131,北,其他,80.54㎡,2012年建
,马鞍路,无,低楼层 (共7层),106101336765,2室1厅,100,东南,其他,68.13㎡,未知年建
,动物园,有,高楼层 (共18层),106101332617,2室1厅,120,东,简装,77.11㎡,2008年建
,光华泡小,有,低楼层 (共25层),106101328587,2室2厅,68.8,东,其他,57.46㎡,2010年建
,犀浦,有,中楼层 (共31层),106101329546,2室2厅,110,东北,毛坯,71㎡,2015年建
,犀浦,有,中楼层 (共30层),106101327547,3室2厅,170,南 北,精装,104.35㎡,2015年建
,驷马桥,暂无数据,中楼层 (共18层),106101315444,2室2厅,98,东南,其他,71㎡,2013年建
,珠江新城,有,高楼层 (共33层),106101315402,3室2厅,155,东北,其他,89.12㎡,2012年建
,龙泉驿城区,有,低楼层 (共28层),106101313438,2室2厅,112.5,南,其他,87.77㎡,2008年建
,南湖,有,中楼层 (共34层),106101326572,3室1厅,199,东,其他,126.76㎡,2010年建
,五块石,有,低楼层 (共23层),106101313242,2室1厅,86,西,其他,58.31㎡,2009年建
,大源,有,中楼层 (共32层),106101303631,3室1厅,246,东北,其他,91.76㎡,2013年建
,犀浦,有,低楼层 (共26层),106101309374,3室1厅,126.5,西北,其他,122.47㎡,2013年建
,合江亭,有,高楼层 (共25层),106101297737,2室1厅,250,南,其他,90.81㎡,2010年建
,新会展,有,中楼层 (共32层),106101295531,5室2厅,398,东南,其他,200.33㎡,2008年建
,航天,暂无数据,高楼层 (共6层),106101296912,3室1厅,86,东南,简装,85.93㎡,未知年建
,抚琴小区,有,高楼层 (共22层),106101295050,2室1厅,118,南,其他,94.66㎡,2001年建
,天府长城,有,高楼层 (共18层),106101294135,2室2厅,178,西,精装,85.4㎡,2008年建
,东湖,有,低楼层 (共31层),106101415869,3室1厅,248,东南,简装,88.96㎡,2009年建
,卓锦城,有,中楼层 (共34层),106100984741,3室2厅,225,东北,精装,110.74㎡,2012年建
,蛟龙港,有,低楼层 (共18层),106100978890,3室1厅,150,北,简装,138.67㎡,2010年建
,光华大道沿线,有,低楼层 (共34层),106100979384,3室2厅,110,西北,精装,76㎡,2016年建
,蛟龙港,,低楼层 (共3层),106100966999,5室2厅,370,南,70年,276㎡,未知年建
,珠江新城,有,中楼层 (共31层),106100962994,4室2厅,293,东北,精装,163.02㎡,2015年建
,南湖,有,低楼层 (共33层),106100966046,3室2厅,170,东,其他,97.87㎡,未知年建
,合江亭,有,中楼层 (共24层),106100968449,3室2厅,305,东北,其他,128.08㎡,2003年建
,华侨城,有,中楼层 (共34层),106100956857,2室2厅,134,东南,其他,84.64㎡,2009年建
,花都大道,无,高楼层 (共6层),106100955007,3室2厅,132,南,精装,140.89㎡,2004年建
,光华大道沿线,有,低楼层 (共13层),106100952585,3室2厅,180,北,精装,122.62㎡,2012年建
,万象城,有,低楼层 (共32层),106100944869,3室1厅,220,东北,毛坯,87.11㎡,2016年建
,丽都,无,高楼层 (共5层),106100936712,3室2厅,200,东南,简装,151.21㎡,未知年建
,犀浦,有,高楼层 (共11层),106100911868,4室2厅,175,西南,简装,145.94㎡,2010年建
,一品天下,有,中楼层 (共23层),106100929190,3室2厅,188,东南,其他,123.21㎡,2009年建
,雅居乐,有,中楼层 (共30层),106100883026,6室3厅,375,南,其他,356.93㎡,2010年建
,三圣乡,有,高楼层 (共29层),106100906835,3室2厅,203,西南,精装,89㎡,2015年建
,郫县万达,有,中楼层 (共10层),106100882611,3室2厅,140,南,其他,117㎡,2016年建
,光华大道沿线,有,中楼层 (共16层),106100871867,4室2厅,148,西,简装,108.5㎡,2012年建
,大丰,无,高楼层 (共6层),106100878546,3室2厅,165,南,精装,156㎡,2005年建
,温江老城,有,中楼层 (共32层),106100870466,3室2厅,170,北,其他,127.79㎡,2011年建
,温江大学城,有,中楼层 (共11层),106100817058,4室2厅,166,东南,其他,166.26㎡,2013年建
,金府,无,低楼层 (共6层),106100830260,3室2厅,106,西南,其他,79.34㎡,2000年建
,华阳,有,高楼层 (共18层),106100821835,3室2厅,280,南 北,精装,120.07㎡,2010年建
,保利公园,有,中楼层 (共24层),106100824358,4室1厅,220,东南 南,毛坯,177.04㎡,2010年建
,合江亭,暂无数据,中楼层 (共7层),106100808156,2室1厅,79,东南,其他,47.65㎡,未知年建
,中海国际,有,中楼层 (共17层),106100753271,2室2厅,145,东,其他,80㎡,2007年建
,高升桥,有,高楼层 (共21层),106100712228,3室1厅,188,东南 西,其他,93.56㎡,2011年建
,新会展,有,低楼层 (共32层),106100743540,3室2厅,450,东,精装,260.9㎡,2008年建
,高家庄,有,高楼层 (共15层),106101074312,3室2厅,168,西南,毛坯,88.13㎡,2014年建
,八宝街,无,中楼层 (共5层),106101074067,2室1厅,110,南 西南,其他,59.49㎡,未知年建
,八里小区,有,高楼层 (共24层),106101070399,2室1厅,110,东南,其他,59.46㎡,2015年建
,一品天下,暂无数据,中楼层 (共7层),106101073209,3室1厅,98,东南,其他,83.47㎡,未知年建
,贝森,无,中楼层 (共7层),106101065746,3室2厅,228,南,其他,147㎡,2003年建
,华侨城,有,高楼层 (共18层),106101065611,4室2厅,395,南,其他,133.81㎡,2010年建
,市一医院,有,高楼层 (共11层),106101061651,2室2厅,195,东,精装,83.18㎡,2005年建
,通惠门,有,中楼层 (共9层),106101059018,3室2厅,270,西北,简装,155.64㎡,2004年建
,南湖,有,高楼层 (共33层),106101055637,3室2厅,160,北,其他,97.08㎡,未知年建
,外光华,暂无数据,低楼层 (共18层),106101049908,2室2厅,93,东,简装,59.18㎡,未知年建
,大丰,有,低楼层 (共29层),106101051374,2室1厅,93,东南,其他,68.81㎡,2013年建
,贝森,无,中楼层 (共6层),106101048319,3室2厅,249,北,其他,133.91㎡,2003年建
,新会展,有,低楼层 (共31层),106101042572,3室2厅,208,南,其他,86.2㎡,2012年建
,大源,有,中楼层 (共30层),106101040030,4室2厅,380,南 北,毛坯,127.82㎡,2014年建
,衣冠庙,有,低楼层 (共15层),106101026002,2室1厅,136,西南,其他,76.81㎡,2010年建
,温江新城,有,中楼层 (共30层),106101025453,2室2厅,115,东南,简装,92㎡,2013年建
,新会展,暂无数据,中楼层 (共32层),106101038633,4室2厅,315,南,其他,126.14㎡,未知年建
,橡树湾,有,低楼层 (共18层),106101024882,3室2厅,110,南,其他,119.5㎡,2016年建
,成外,有,中楼层 (共11层),106101022787,3室2厅,200,东南,其他,133.19㎡,2011年建
,光华大道沿线,有,高楼层 (共16层),106101030311,4室1厅,130,东,毛坯,108㎡,2012年建
,动物园,有,中楼层 (共16层),106101016477,3室2厅,185,南,毛坯,105.55㎡,2013年建
,犀浦,有,低楼层 (共23层),106101015322,3室1厅,102,西南,其他,58.48㎡,2013年建
,龙泉驿城区,有,高楼层 (共22层),106101011986,3室2厅,123,西北,其他,116.6㎡,2007年建
,龙泉驿城区,有,高楼层 (共24层),106101011718,4室2厅,160,西 西北,精装,147.51㎡,2010年建
,雅居乐,有,低楼层 (共33层),106100994964,3室2厅,124,北,其他,124㎡,2016年建
,衣冠庙,有,低楼层 (共9层),106100991218,3室1厅,145,北,其他,96.16㎡,2000年建
,橡树湾,有,高楼层 (共34层),106100987292,2室2厅,105,东南,其他,52.08㎡,2013年建
,花牌坊,有,高楼层 (共31层),106100992062,2室2厅,168,东南,其他,89.79㎡,未知年建
,大源,有,低楼层 (共31层),106101141995,3室2厅,313,南,其他,117.25㎡,2014年建
,九里堤,无,中楼层 (共7层),106101140919,2室2厅,99,东,其他,73.04㎡,2000年建
,成外,有,低楼层 (共17层),106101141905,3室2厅,160,东南,其他,125.94㎡,2013年建
,温江新城,有,中楼层 (共32层),106101140352,3室1厅,162,西南,其他,126.31㎡,2015年建
,桐梓林,有,低楼层 (共18层),106101130998,3室2厅,208,东南,简装,113.31㎡,2000年建
,成外,有,高楼层 (共18层),106101139784,4室2厅,238,东北,其他,175.46㎡,2011年建
,万象城,有,中楼层 (共32层),106101139359,2室2厅,178,北,精装,70㎡,2016年建
,川师,有,高楼层 (共32层),106101124765,3室1厅,208,西南,其他,88.93㎡,2015年建
,川师,有,中楼层 (共32层),106101123130,3室2厅,210,南,其他,89㎡,2015年建
,宽窄巷子,有,中楼层 (共9层),106101110466,3室1厅,285,东南,简装,132.94㎡,2000年建
,外金沙,有,低楼层 (共24层),106101109762,2室1厅,135,东南,其他,73.78㎡,2011年建
,花牌坊,有,中楼层 (共33层),106101104908,5室2厅,219,西北,其他,109.3㎡,2009年建
,南湖,有,高楼层 (共33层),106101104645,3室2厅,190,西,其他,83㎡,2013年建
,猛追湾,有,中楼层 (共56层),106101103553,3室2厅,380,西南,其他,126.29㎡,2015年建
,草金立交,有,低楼层 (共18层),106101101583,2室1厅,115,东南,其他,81.74㎡,2008年建
,珠江新城,有,中楼层 (共31层),106101101546,4室2厅,250,东北,精装,163㎡,2015年建
,航空路,有,低楼层 (共12层),106101099637,3室2厅,248,南 北,其他,116.93㎡,2005年建
,华府,有,高楼层 (共32层),106101098087,3室2厅,165,东,其他,93.42㎡,2016年建
,郫县城区,有,低楼层 (共31层),106101091082,3室2厅,101,东,其他,88.82㎡,2016年建
,营门口,有,中楼层 (共32层),106101091310,3室2厅,268,东南,其他,118.54㎡,2008年建
,郫县城区,有,高楼层 (共32层),106101088928,4室2厅,138,东南,其他,126.05㎡,2014年建
,花照壁,暂无数据,低楼层 (共6层),106101087767,3室2厅,125,南,其他,101.07㎡,1998年建
,光华大道沿线,有,中楼层 (共7层),106101089031,4室2厅,188,南,其他,155.91㎡,2010年建
,新津,暂无数据,高楼层 (共7层),106101085958,2室2厅,60,东南,其他,83.29㎡,未知年建
,高升桥,无,高楼层 (共7层),106101085130,2室1厅,135,西,其他,107.27㎡,未知年建
,光华大道沿线,有,中楼层 (共30层),106101083926,2室1厅,80,东南,毛坯,62.71㎡,2012年建
,八里小区,有,高楼层 (共32层),106101083587,2室1厅,121,东北,精装,55.32㎡,2014年建
,中和,有,中楼层 (共23层),106101081486,2室2厅,140,南,精装,82.55㎡,2011年建
,国宾,有,高楼层 (共32层),106101083201,4室2厅,189,东南,其他,92.77㎡,2013年建
,双楠,无,高楼层 (共7层),106101345089,2室1厅,79,北,其他,64.09㎡,1998年建
,攀成钢,有,中楼层 (共33层),106101081683,2室1厅,185,东北,精装,74.8㎡,2009年建
,一品天下,有,中楼层 (共18层),106101343559,2室2厅,165,西北,其他,83.07㎡,2007年建
,草金立交,有,低楼层 (共15层),106101343638,2室1厅,116,西北,其他,75.27㎡,2011年建
,龙泉驿城区,无,中楼层 (共6层),106101326616,4室2厅,206,东南,其他,135.94㎡,2009年建
,国色天乡,有,低楼层 (共18层),106101325190,3室2厅,107,东南 西北,简装,108.71㎡,2012年建
,航天,有,高楼层 (共28层),106101322023,2室2厅,97,西,简装,75.56㎡,2015年建
,阳光城,,低楼层 (共4层),106101316785,4室2厅,182,东南,70年,202㎡,未知年建
,市一医院,有,高楼层 (共23层),106101316535,3室2厅,345,南,毛坯,153.58㎡,2013年建
,橡树湾,有,中楼层 (共10层),106101306552,3室2厅,240,东南,其他,138.8㎡,2013年建
,东山,有,中楼层 (共33层),106101306140,2室1厅,96,北,毛坯,80.31㎡,2015年建
,琉璃场,有,高楼层 (共15层),106101304954,2室1厅,105,南,精装,70.89㎡,2010年建
,马鞍路,无,低楼层 (共6层),106101301694,2室1厅,115,南,其他,80.09㎡,1999年建
,草金立交,有,中楼层 (共28层),106101300248,3室1厅,116,西南,其他,64㎡,2016年建
,华阳,有,低楼层 (共32层),106101297638,3室2厅,140,东北,其他,82.86㎡,2016年建
,光华大道沿线,有,中楼层 (共39层),106101297298,4室2厅,183,西北,其他,127.74㎡,2016年建
,一品天下,有,中楼层 (共11层),106101292543,2室1厅,108,东南,其他,63.98㎡,2004年建
,犀浦,有,高楼层 (共10层),106101295987,4室2厅,155,东南,毛坯,143㎡,2011年建
,犀浦,无,低楼层 (共6层),106101216345,3室2厅,168,东南,其他,134.71㎡,2004年建
,新双楠,有,低楼层 (共17层),106101215550,3室2厅,160,南 北,毛坯,84.96㎡,2017年建
,水碾河,有,低楼层 (共18层),106101213968,2室1厅,125,东北,简装,67.82㎡,2003年建
